update,stage,num_jobs,max_steps,batch_arrival_seed,mean_undiscounted_return,mean_discounted_return,policy_loss,entropy,total_loss,grad_norm,env_steps_this_update,env_steps_cumulative
0,0,100,300,961,24.1844125,8.294496558565129,-0.0005394709296524525,1.781036615371704,-0.01834983564913273,0.3170526325702667,3515,3515
1,0,100,300,778,32.512262500000006,5.9115426131861595,0.007698636036366224,1.781049132347107,-0.0101118553429842,0.27215316891670227,4998,8513
2,0,100,300,704,23.806749999999997,5.014312754134506,0.007422417867928743,1.7808207273483276,-0.010385788977146149,0.23717571794986725,3779,12292
3,0,100,300,883,27.015700000000002,6.234515679849032,-0.007538923528045416,1.7813501358032227,-0.02535242587327957,0.29946285486221313,4091,16383
4,0,100,300,338,22.2802,8.12554703105521,0.0008187306812033057,1.7806549072265625,-0.016987817361950874,0.2707492411136627,3806,20189
5,0,100,300,499,21.757399999999997,6.89520045319369,-0.025877943262457848,1.780990719795227,-0.0436878502368927,0.31838542222976685,3170,23359
6,0,100,300,938,56.7102375,11.975616340272296,-0.011516399681568146,1.7802610397338867,-0.02931900881230831,0.1458858698606491,7136,30495
7,0,100,300,649,37.1239875,7.603516438735063,-0.006862008944153786,1.7795063257217407,-0.024657072499394417,0.1810459941625595,6260,36755
8,0,100,300,392,31.153374999999997,5.8220334674270235,-6.186928658280522e-05,1.7783455848693848,-0.01784532517194748,0.19696226716041565,5305,42060
9,0,100,300,383,34.3341,7.813797799745509,-0.016081642359495163,1.7777985334396362,-0.033859625458717346,0.24930091202259064,5224,47284
10,0,100,300,871,38.305499999999995,10.248732398801229,-0.020561015233397484,1.7757552862167358,-0.03831856697797775,0.22129248082637787,5089,52373
11,0,100,300,539,48.698800000000006,9.795039627646833,0.002170790918171406,1.7750608921051025,-0.01557981688529253,0.29610753059387207,6990,59363
12,0,100,300,803,29.189025,8.410716688081902,-0.0252857469022274,1.7746422290802002,-0.043032169342041016,0.4668690264225006,3884,63247
13,0,100,300,993,32.5334,7.223015611473273,-0.04668421670794487,1.7725259065628052,-0.06440947949886322,0.3905911147594452,3530,66777
