alpha,beta,gamma,cell_id,is_reference,reference_name,seed,agent_name,mean_utility,cell_utility,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,cost,failure_rate,total_completed_value,total_job_value,completed_jobs,failed_jobs,steps_executed,hit_step_budget
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,129.6731,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,149.0181,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,110.2117,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,143.0385,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,105.2971,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,133.3177,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,159.3439,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,172.5471,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,106.0109,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,129.5891,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,150.5923,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,147.0085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
1.0,0.05,1.0,alpha=1_beta=0.05_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,144.6853,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,136.2563,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,112.8025,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,132.3273,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,157.9404,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,154.4725,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,69.3656,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,181.6356,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,121.6731,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,140.0181,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,90.2117,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,128.0385,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,96.2971,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,122.3177,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,141.3439,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,157.5471,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,96.0109,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,114.5891,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,137.5923,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,125.0085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
1.0,0.05,2.0,alpha=1_beta=0.05_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,122.6853,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,102.2563,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,70.8025,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,96.3273,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),144.6134,117.8217,0.62,0.6748,0.62,364.166,0.15,196.03,290.48,62,15,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,134.4725,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,53.3656,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,159.6356,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,105.6731,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,122.0181,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,50.2117,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,98.0385,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,78.2971,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,100.3177,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,105.3439,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,127.5471,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,76.0109,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,84.5891,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,111.5923,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,81.0085,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
1.0,0.05,4.0,alpha=1_beta=0.05_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,78.6853,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,132.3726,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,106.515,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,130.3546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,162.1008,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,133.375,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,60.6112,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,171.9012,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,107.0862,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,117.7962,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,88.7434,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,112.057,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,80.4342,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,116.7254,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,152.0978,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,158.5642,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,83.0918,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,101.2382,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,138.6446,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,137.317,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
1.0,0.1,0.5,alpha=1_beta=0.1_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,130.5206,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,100,Utility-Based Agent (Non-Learning Baseline),123.8726,123.8726,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,101,Utility-Based Agent (Non-Learning Baseline),96.015,96.015,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,102,Utility-Based Agent (Non-Learning Baseline),121.3546,121.3546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,103,Utility-Based Agent (Non-Learning Baseline),154.1008,154.1008,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,104,Utility-Based Agent (Non-Learning Baseline),128.375,128.375,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,105,Utility-Based Agent (Non-Learning Baseline),56.6112,56.6112,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,106,Utility-Based Agent (Non-Learning Baseline),166.4012,166.4012,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,107,Utility-Based Agent (Non-Learning Baseline),103.0862,103.0862,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,108,Utility-Based Agent (Non-Learning Baseline),113.2962,113.2962,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,109,Utility-Based Agent (Non-Learning Baseline),78.7434,78.7434,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,110,Utility-Based Agent (Non-Learning Baseline),104.557,104.557,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,111,Utility-Based Agent (Non-Learning Baseline),75.9342,75.9342,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,112,Utility-Based Agent (Non-Learning Baseline),111.2254,111.2254,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,113,Utility-Based Agent (Non-Learning Baseline),143.0978,143.0978,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,114,Utility-Based Agent (Non-Learning Baseline),151.0642,151.0642,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,115,Utility-Based Agent (Non-Learning Baseline),78.0918,78.0918,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,116,Utility-Based Agent (Non-Learning Baseline),93.7382,93.7382,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,117,Utility-Based Agent (Non-Learning Baseline),132.1446,132.1446,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,118,Utility-Based Agent (Non-Learning Baseline),126.317,126.317,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
1.0,0.1,1.0,alpha=1_beta=0.1_gamma=1,True,phase1_default,119,Utility-Based Agent (Non-Learning Baseline),119.5206,119.5206,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,106.8726,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,75.015,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,103.3546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,138.1008,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,118.375,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,48.6112,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,155.4012,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,95.0862,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,104.2962,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,58.7434,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,89.557,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,66.9342,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,100.2254,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,125.0978,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,136.0642,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,68.0918,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,78.7382,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,119.1446,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,104.317,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
1.0,0.1,2.0,alpha=1_beta=0.1_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,97.5206,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,72.8726,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,33.015,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,67.3546,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),144.6134,99.6134,0.62,0.6748,0.62,364.166,0.15,196.03,290.48,62,15,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,98.375,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,32.6112,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,133.4012,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,79.0862,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,86.2962,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,18.7434,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,59.557,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,48.9342,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,78.2254,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,89.0978,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,106.0642,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,48.0918,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,48.7382,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,93.1446,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
1.0,0.1,4.0,alpha=1_beta=0.1_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,60.317,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
