iteration,mean_undisc_return,policy_loss,value_loss,entropy,approx_kl,clip_frac,env_steps_cumulative
0,33.022475,-0.10200639814138412,4.916686534881592,1.7676388025283813,0.020217811688780785,0.0989583358168602,4800
1,42.876099999999994,0.03706944361329079,4.5168914794921875,1.728726863861084,0.017140531912446022,0.2447916716337204,9600
2,65.624875,-0.029846934601664543,6.151943206787109,1.7277106046676636,-0.007755565922707319,0.09375,14400
3,57.544462499999995,0.02023720182478428,6.713895797729492,1.6570600271224976,0.028382644057273865,0.0,19200
4,73.8208875,0.014649013988673687,10.365384101867676,1.5826416015625,0.008449636399745941,0.0,24000
5,82.3243,0.0006798058748245239,14.252273559570312,1.4803520441055298,-0.0076126339845359325,0.4166666567325592,28800
6,93.5965625,-0.07602039724588394,11.78343677520752,1.361718773841858,0.006891495082527399,0.0729166641831398,33600
7,101.65018749999999,-0.1753031462430954,19.69978141784668,1.228718876838684,0.01375425886362791,0.1666666716337204,38400
8,118.2619875,-0.04997294023633003,23.175634384155273,1.157118558883667,0.016309067606925964,0.0,43200
9,87.6973625,-0.039109520614147186,17.480043411254883,1.1612200736999512,0.006684502121061087,0.015625,48000
10,101.449125,0.08280537277460098,27.91924285888672,1.001818299293518,0.01328032836318016,0.1197916641831398,52800
11,102.5087375,-0.0026732946280390024,21.38939666748047,1.0243717432022095,-0.00746471993625164,0.0416666679084301,57600
12,83.47853749999999,-0.02257152460515499,27.00734519958496,1.0877882242202759,-0.0035113494377583265,0.0,62400
13,101.25936250000001,-0.08653727173805237,20.330270767211914,1.0215215682983398,0.0056342859752476215,0.0,67200
14,101.64292499999999,0.07116644829511642,25.975141525268555,0.9092118144035339,0.01204918697476387,0.0989583358168602,72000
15,83.405925,0.007930973544716835,24.022796630859375,0.9062921404838562,0.0034926466178148985,0.0,76800
16,119.30238749999998,-0.1423872411251068,22.1010684967041,0.9494328498840332,0.009844861924648285,0.0,81600
17,110.28025,0.11866671591997147,27.767152786254883,0.9677920937538147,0.0010948814451694489,0.0989583358168602,86400
